url,hash,content-type,length,isFetch
"https://haiphong.gov.vn/ScriptResource.axd?d=uZyysmNAhs23bID72ZUaSh47cL0P1CbX8_8qm2sxSryscBkfB24NxS8vUD5vHZiDxDizgjKxML0D1DahcYvUAT6PwtXHbR7bRHCU1EmKjurMLUpu2vj6YYwwYNrOAwYOQL4lMLWDjxwT-9FLDD2f9-X3V8JXUXjq5OhOC3oKTtc1&t=ffffffffdb75e8fc","5f4955cc7e15fb64c2b83b0603689c99cab60d02aa7f44f4a80236793f76adfe","text/javascript","1740","false"
"https://haiphong.gov.vn/ScriptResource.axd?d=onec4cz-_1nbl1vDeOhfe2fHzNYpdBlwFcFB_ZGBEsgfgHVfi3bn1hURgwwxmtM3AxZB6TY1v3NVL3C3hLv6AUTjIYaWekemTwdaQ-Vt0L9X0I9Zxlv1EtnSKcDcKdyui3bNMUbMdxA1FX6Nz8C2UPIZksMiyWX_af8wOPzaynM1&t=ffffffffdb75e8fc","0bf95fe534008859f658b7584d5ef9de9c9d38e3e34682a19e47d381ab9da501","text/javascript","44032","false"
"https://haiphong.gov.vn/ScriptResource.axd?d=wtNuOIy3fVfy_-PUDV53xrY2rkTg7TW5d6jjwY6RKMbmtrivH-nLbgvrrYNnJhGFTSUOMZ2DDGH_4OpXQ5cb60f-LFHwe0iZtfTLE-DA3XFuc3tb1tEx4Lr1hV-6B-gSx1WQALDdE_nKwtjqZ4lbRG5GpIEP8EIUhCTQI7K7wUQ1&t=ffffffffdb75e8fc","33955d165e60830d6ded5874ed60b31302e7b60ecd3bcc92b28f009fc99008ce","text/javascript","21190","false"
"https://haiphong.gov.vn/ScriptResource.axd?d=cmIcXiVJ__exjjpjrN730qPUHICTDar-BJUYBF4ybbTHbYaVRpOTYmR1a2oPEa1C4ox6zRcw3WF8qSDTBgm92DckMpf_5INZSJ1jal0r9h4mvcTodXZv56vAxkKW-jUho74p2XMiAf8Jszbt8K7GaQ2&t=ffffffffdb75e8fc","1c9445e22de2026d3717cb456801ae684cfed4eb7b762a5e86ed5af95ff1e716","text/javascript","12585","false"
"https://haiphong.gov.vn/SiteFolders/Root/1/icon/homeicon.png","4bc9f74fa464d7cf5ba84faf0d0b7d1de391cfe24ceca268d5f2e3004cefd886","image/png","1287","false"
"https://haiphong.gov.vn/SiteFolders/Root/1/iconTracuu/lich.png","79efbc39da5587e83e63559a290ea9bf6256a44a11efc14eca852d68cc627e66","image/png","1398","false"
"https://haiphong.gov.vn/ScriptResource.axd?d=aoSSiMnLNTC20U5L7LFIKhBh1OWZuH4m_tFZRC6xnExc_Pf26V-Yzg85l9QJ7OiIW8dprWYOWGvOPoyQ7L5H2TqzS2PIrS_Z8oa0S9rKa6unKj3aVXbvue9aDvtlyRg674tllMzNJ1NaSfBs9OtC-P3Sw-qN23Pdd-xdE5hiI-81&t=ffffffffdb75e8fc","d88cf468774a2119fda793f91d3ca6b0e68e123173c90608bac428103c1e9241","text/javascript","3675","false"
"https://haiphong.gov.vn/SiteFolders/Root/1/icon_chuyende/bacho.png","55a9f2075ca9adb3f23e2d69a01a06b2ba8ed026fb0ade0ad8105054e0df7f8d","image/png","7412","false"
"https://haiphong.gov.vn/ScriptResource.axd?d=cZvwkQdrztqupmttwVUXY_Zvj8Ts0C5xj-POVv9mKkcBSsEKh6mzSvck7PuUSjYgubXKTqsYhMeliWG51i_sG0U8t8BYqAU4g8YDX7mdYmSGot4TuPxDKEkYXPGdJ_7L-rnJQtcPFvrlxwDWmTF1-Q2&t=ffffffffdb75e8fc","f612af3c2e571033d648f1e929e65360b4a812f9b85b80b07b667d5613c5804d","text/javascript","115526","false"
"https://haiphong.gov.vn/ScriptResource.axd?d=utaAJrK4EroNO-KNr3p19C0k82JasRmfWGlhqMu6EkN58Zqc11-ZlFNgpkgFAOFoHQt734Px4EMahKGjXS_2s3TRwuU1wbHOBGIBveAnFhwkfq0Z5LogR-5QydfMfCFancfkQI7z-m0fW6uGzyUWiA2&t=ffffffffdb75e8fc","55a588c3d6ee8182932b2e4aea48d10056f4d4eeee1e86271fb93220908befb3","text/javascript","10726","false"
